2012,  9,  8,  0, 12,  5,  0
2013,  7,  3,  1,  8,  8,  0
2014, 17,  8,  0, 14,  6,  0
2015,  2,  0, 32,  2,  1, 18
2016, 19,  9,  1, 16, 10,  1
2017, 19, 19,  1, 15,  9,  1
2018, 21,  5,  7, 21, 11,  0
2019, 11, 12,  0, 10,  4,  1
2020,  6,  3,  0,  4,  2,  0
2021,  2,  2,  0,  4,  6,  0
2022, 32,  2,  0, 15, 14,  0
2023, 29,  7,  0, 18,  9,  0
2024, 28,  7,  0, 20,  9,  0
2025, 32, 10,  0, 24, 12,  0
2026, 10,  2,  1,  9,  5,  0
